building	effect	effect_scope	value	value_damaged	value_ruined
wh2_main_special_settlement_hellpit_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_norsca_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_norsca_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_norsca_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_norsca_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_norsca_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_other_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_other_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_other_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_other_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hellpit_other_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_brt_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_brt_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_brt_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_brt_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_brt_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_def_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_def_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_def_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_def_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_def_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_dwf_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_dwf_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_dwf_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_dwf_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_dwf_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_emp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_emp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_emp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_emp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_emp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_grn_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_grn_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_grn_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_grn_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_grn_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hexoatl_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hexoatl_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hexoatl_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hexoatl_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_hexoatl_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_norsca_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_norsca_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_norsca_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_norsca_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_norsca_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_other_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_savage_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_savage_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_savage_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_skv_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_skv_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_skv_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_skv_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_skv_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_vmp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_vmp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_vmp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_vmp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_hexoatl_vmp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_brt_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_brt_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_brt_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_brt_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_brt_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_def_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_def_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_def_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_def_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_def_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_dwf_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_dwf_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_dwf_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_dwf_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_dwf_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_emp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_emp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_emp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_emp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_emp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_grn_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_grn_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_grn_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_grn_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_grn_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_itza_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_itza_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_itza_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_itza_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_itza_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_norsca_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_norsca_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_norsca_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_norsca_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_norsca_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_other_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_savage_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_savage_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_savage_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_skv_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_skv_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_skv_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_skv_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_skv_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_vmp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_vmp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_vmp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_vmp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_itza_vmp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_brt_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_brt_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_brt_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_brt_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_brt_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_def_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_def_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_def_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_def_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_def_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_emp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_emp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_emp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_emp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_emp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_karaz_a_karak_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
